Land-Ocean: Northern Hemispheric Means
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,J-D,D-N,DJF,MAM,JJA,SON
1957,-.13,-.05,-.10,-.09,-.06,.12,.11,.16,.12,.06,.12,.24,.04,.01,-.10,-.08,.13,.10
1958,.69,.28,.16,.02,.12,.05,.05,.13,.07,.08,.03,.18,.15,.16,.40,.10,.08,.06
1959,.24,.17,.33,.22,.04,.14,.05,.10,.13,-.04,.03,.10,.13,.13,.19,.20,.10,.04
1960,.15,.42,-.40,-.12,.03,.18,.09,.11,.12,.05,-.08,.39,.08,.05,.22,-.16,.13,.03
1961,.17,.29,.22,.14,.07,.18,.06,.05,-.03,-.04,.08,-.17,.09,.13,.29,.14,.10,.00
1962,.28,.36,.30,.22,.02,-.13,.10,.03,-.02,.13,.12,.10,.13,.10,.16,.18,.00,.08
1963,.08,.50,-.11,.04,-.05,-.04,.10,.14,.13,.42,.43,.03,.14,.14,.22,-.04,.07,.33
1964,-.04,-.02,-.32,-.30,-.10,-.09,-.13,-.23,-.28,-.31,-.21,-.27,-.19,-.17,-.01,-.24,-.15,-.27
1965,-.02,-.37,-.10,-.26,-.14,-.20,-.18,-.20,-.20,-.02,.04,-.08,-.14,-.16,-.22,-.16,-.20,-.06
1966,-.25,.03,.00,-.22,-.05,.06,.11,.14,.07,-.10,.02,-.03,-.02,-.02,-.10,-.09,.10,-.01
1967,-.18,-.37,.23,.05,.21,-.06,.04,.06,-.02,.30,.04,.02,.03,.02,-.19,.16,.02,.10
1968,-.29,-.16,.44,.00,-.06,-.04,-.08,-.08,-.05,-.01,-.22,-.33,-.07,-.04,-.14,.13,-.07,-.09
1969,-.43,-.46,-.20,.03,.11,-.04,.06,.05,.04,.03,.15,.31,-.03,-.08,-.41,-.02,.02,.07
1970,-.03,.27,-.07,-.02,.00,.02,-.04,-.05,-.05,-.20,.01,-.31,-.04,.01,.18,-.03,-.02,-.08
1971,-.15,-.21,-.28,-.20,-.12,-.14,-.13,-.16,-.14,-.16,-.02,-.14,-.15,-.17,-.22,-.20,-.14,-.11
1972,-.54,-.52,.01,-.12,-.15,-.10,-.05,-.09,-.26,-.04,-.20,-.04,-.18,-.18,-.40,-.09,-.08,-.17
1973,.15,.44,.32,.19,.09,.16,.04,.03,-.08,-.08,-.10,-.04,.09,.09,.18,.20,.08,-.09
1974,-.26,-.35,.03,-.10,-.19,-.18,-.12,-.11,-.16,-.23,-.21,-.27,-.18,-.16,-.22,-.09,-.14,-.20
1975,.16,.09,.10,.05,-.02,-.08,-.06,-.14,-.08,-.18,-.30,-.22,-.06,-.06,-.01,.04,-.09,-.19
1976,.05,-.12,-.31,.02,-.26,-.20,-.27,-.21,-.12,-.51,-.32,-.26,-.21,-.21,-.10,-.18,-.22,-.32
1977,-.16,.11,.26,.25,.23,.22,.08,.02,.13,-.02,.27,.02,.12,.10,-.10,.25,.11,.13
1978,.16,.04,.21,.07,-.06,-.14,-.07,-.14,-.01,.00,.16,.02,.02,.02,.07,.07,-.12,.05
1979,-.05,-.35,.18,-.17,.01,.07,.05,.04,.19,.23,.24,.54,.08,.04,-.13,.01,.06,.22
1980,.21,.40,.07,.15,.26,.19,.13,.09,.10,.12,.20,.09,.17,.21,.38,.16,.14,.14
1981,.79,.62,.68,.39,.18,.28,.09,.16,.14,.23,.35,.54,.37,.33,.50,.41,.18,.24
1982,-.14,.16,.06,.17,.09,.01,.04,-.07,.06,.00,-.11,.38,.05,.07,.19,.10,-.01,-.02
1983,.55,.35,.42,.06,.05,.11,.20,.25,.26,.12,.49,.11,.25,.27,.43,.18,.19,.29
1984,.33,.02,.18,-.07,.23,.09,.09,.06,-.04,.08,-.10,-.42,.04,.08,.15,.11,.08,-.02
1985,.07,-.29,.00,-.04,.09,.00,-.08,-.02,.03,.02,.02,.16,.00,-.05,-.21,.02,-.03,.02
1986,.36,.31,.26,.15,.19,.14,-.02,.04,-.02,.09,.04,.06,.13,.14,.28,.20,.05,.03
1987,.24,.50,.00,.07,.23,.16,.25,.27,.39,.22,.10,.50,.25,.21,.27,.10,.23,.24
1988,.59,.46,.47,.44,.43,.40,.42,.26,.26,.23,.06,.42,.37,.38,.52,.45,.36,.18
1989,.08,.39,.45,.32,.22,.24,.32,.26,.23,.25,.11,.33,.27,.27,.30,.33,.27,.20
1990,.47,.54,1.16,.71,.50,.48,.33,.41,.42,.48,.46,.38,.53,.52,.45,.79,.40,.45
1991,.59,.57,.46,.56,.33,.47,.43,.35,.35,.29,.32,.20,.41,.43,.51,.45,.42,.32
1992,.61,.50,.54,.16,.19,.04,-.10,-.07,-.18,-.17,-.09,.21,.14,.13,.43,.30,-.04,-.15
1993,.39,.52,.38,.23,.32,.22,.12,.02,-.07,.12,-.21,.22,.19,.19,.37,.31,.12,-.05
1994,.34,-.04,.49,.48,.39,.41,.33,.32,.33,.54,.50,.36,.37,.36,.17,.45,.36,.46
1995,.75,1.19,.59,.71,.41,.50,.37,.53,.43,.60,.57,.26,.58,.58,.77,.57,.47,.53
1996,.27,.54,.32,.17,.35,.25,.29,.18,.03,.04,.35,.35,.26,.25,.36,.28,.24,.14
1997,.36,.60,.74,.49,.42,.49,.41,.48,.51,.63,.59,.51,.52,.51,.43,.55,.46,.58
1998,.62,1.04,.72,.87,.66,.72,.74,.72,.61,.53,.49,.74,.70,.69,.72,.75,.73,.54
1999,.59,1.00,.29,.54,.36,.34,.35,.30,.40,.39,.53,.66,.48,.49,.77,.40,.33,.44
2000,.38,.89,.83,.88,.54,.44,.41,.47,.36,.29,.19,.27,.50,.53,.64,.75,.44,.28
2001,.56,.46,.76,.59,.68,.51,.63,.68,.56,.60,.97,.65,.64,.61,.43,.68,.61,.71
2002,1.01,1.14,1.11,.51,.52,.68,.66,.55,.62,.53,.78,.42,.71,.73,.94,.71,.63,.65
2003,.92,.56,.66,.61,.71,.54,.68,.86,.78,.98,.66,.98,.75,.70,.64,.66,.69,.81
2004,.66,.91,.86,.70,.52,.46,.49,.55,.59,.70,.98,.44,.66,.70,.85,.69,.50,.76
2005,.94,.71,.94,.92,.77,.78,.74,.69,.90,.95,1.05,.83,.85,.82,.70,.88,.74,.97
2006,.64,.95,.78,.59,.76,.80,.69,.68,.82,.95,.94,1.15,.81,.79,.81,.71,.73,.90
2007,1.45,.89,.93,1.06,.71,.65,.64,.73,.67,.83,.81,.77,.84,.88,1.16,.90,.67,.77
2008,.33,.58,1.14,.65,.60,.61,.60,.58,.57,.85,.96,.65,.68,.69,.56,.80,.60,.79
2009,.82,.69,.58,.70,.65,.66,.68,.72,.85,.78,.84,.67,.72,.72,.72,.64,.69,.82
2010,.80,.94,1.10,1.14,.93,.83,.88,.85,.70,.89,1.20,.51,.90,.91,.80,1.06,.86,.93
2011,.61,.56,.88,.83,.65,.76,.71,.71,.73,.90,.65,.86,.74,.71,.56,.79,.72,.76
2012,.64,.58,.69,1.05,.96,.93,.85,.76,.86,.90,.97,.45,.80,.84,.70,.90,.85,.91
2013,.85,.78,.81,.67,.76,.77,.69,.73,.70,.83,1.12,.84,.80,.76,.69,.75,.73,.88
2014,.97,.71,1.19,1.09,.89,.80,.76,.91,.83,.93,.81,1.10,.92,.90,.84,1.06,.82,.86
2015,1.19,1.18,1.31,1.01,1.04,1.06,.92,1.01,1.17,1.28,1.37,1.53,1.17,1.14,1.16,1.12,.99,1.27
2016,1.55,1.93,1.89,1.46,1.11,1.12,1.04,1.12,1.22,1.03,1.11,1.03,1.30,1.34,1.67,1.49,1.10,1.12
2017,1.38,1.50,1.51,1.18,.93,.93,.97,1.02,.99,1.04,1.22,1.37,1.17,1.14,1.31,1.21,.97,1.08
2018,1.13,1.23,1.17,.97,1.00,.86,.92,.89,.98,1.22,.97,1.09,1.03,1.06,1.24,1.05,.89,1.06
2019,1.19,1.11,1.54,1.24,1.01,1.19,1.02,1.10,1.21,1.28,1.18,1.40,1.21,1.18,1.13,1.26,1.10,1.22
2020,1.58,1.69,1.66,1.39,1.26,1.14,1.10,1.12,1.19,1.20,1.58,1.18,1.34,1.36,1.56,1.44,1.12,1.32
2021,1.25,.95,1.20,1.12,1.04,1.20,1.07,1.02,1.04,1.29,1.29,1.16,1.14,1.14,1.13,1.12,1.10,1.21
2022,1.24,1.16,1.41,1.08,1.02,1.12,1.06,1.16,1.14,1.31,1.09,1.06,1.15,1.16,1.19,1.17,1.11,1.18
2023,1.29,1.29,1.63,1.01,1.12,1.19,1.44,1.57,1.67,1.88,1.97,1.85,1.49,1.43,1.21,1.26,1.40,1.84
2024,1.66,1.93,1.77,1.79,1.44,1.54,1.42,1.42,1.57,***,***,***,***,***,1.81,1.67,1.46,***
