Land-Ocean: Southern Hemispheric Means
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,J-D,D-N,DJF,MAM,JJA,SON
1921,-.28,-.27,-.36,-.43,-.35,-.38,-.25,-.22,-.19,-.05,-.17,-.22,-.27,-.26,-.25,-.38,-.28,-.14
1922,-.28,-.25,-.19,-.30,-.47,-.45,-.27,-.29,-.29,-.33,-.17,-.24,-.29,-.29,-.25,-.32,-.34,-.26
1923,-.37,-.32,-.29,-.28,-.28,-.33,-.32,-.38,-.43,-.32,-.19,-.17,-.31,-.31,-.31,-.29,-.34,-.31
1924,-.16,-.25,-.18,-.33,-.30,-.32,-.34,-.45,-.41,-.47,-.53,-.51,-.35,-.33,-.19,-.27,-.37,-.47
1925,-.50,-.43,-.33,-.35,-.36,-.38,-.26,-.20,-.33,-.24,-.11,-.08,-.30,-.33,-.48,-.35,-.28,-.23
1926,-.10,-.12,-.14,-.11,-.22,-.29,-.32,-.18,-.23,-.27,-.28,-.28,-.21,-.19,-.10,-.16,-.26,-.26
1927,-.25,-.27,-.30,-.34,-.37,-.40,-.28,-.30,-.26,-.24,-.19,-.26,-.29,-.29,-.27,-.34,-.33,-.23
1928,-.28,-.25,-.26,-.23,-.41,-.43,-.27,-.25,-.26,-.29,-.22,-.29,-.29,-.28,-.26,-.30,-.32,-.26
1929,-.33,-.36,-.46,-.47,-.48,-.46,-.37,-.42,-.29,-.26,-.18,-.41,-.38,-.36,-.33,-.47,-.42,-.24
1930,-.47,-.34,-.33,-.33,-.28,-.30,-.36,-.29,-.27,-.23,-.07,-.17,-.29,-.31,-.41,-.31,-.32,-.19
1931,-.18,-.15,-.12,-.23,-.22,-.28,-.13,-.15,-.28,-.24,-.36,-.19,-.21,-.21,-.17,-.19,-.19,-.29
1932,-.09,-.15,-.15,-.21,-.24,-.41,-.33,-.34,-.29,-.31,-.21,-.30,-.25,-.24,-.15,-.20,-.36,-.27
1933,-.27,-.28,-.27,-.31,-.32,-.36,-.29,-.32,-.31,-.32,-.38,-.35,-.31,-.31,-.28,-.30,-.32,-.34
1934,-.30,-.40,-.32,-.32,-.27,-.27,-.15,-.13,-.16,-.25,-.20,-.22,-.25,-.26,-.35,-.30,-.19,-.20
1935,-.26,-.29,-.31,-.38,-.29,-.38,-.37,-.36,-.34,-.21,-.18,-.16,-.30,-.30,-.26,-.33,-.37,-.25
1936,-.26,-.24,-.28,-.33,-.31,-.47,-.28,-.28,-.24,-.12,-.12,-.17,-.26,-.26,-.22,-.31,-.34,-.16
1937,-.24,-.18,-.17,-.24,-.22,-.23,-.20,-.12,-.09,-.15,-.07,-.14,-.17,-.17,-.19,-.21,-.18,-.11
1938,-.19,-.21,-.15,-.19,-.22,-.28,-.17,-.20,-.15,-.04,-.17,-.13,-.18,-.18,-.18,-.19,-.21,-.12
1939,-.15,-.13,-.12,-.12,-.10,-.13,-.15,-.18,-.26,-.15,-.10,.09,-.12,-.14,-.14,-.11,-.15,-.17
1940,.11,.04,.16,.08,.07,.07,.10,.09,.07,-.04,.06,.29,.09,.08,.08,.10,.09,.03
1941,.20,.16,.10,.22,.13,.08,.21,.13,-.03,.22,.29,.26,.17,.17,.22,.15,.14,.16
1942,.19,.14,.12,.10,.06,.01,.01,.01,-.16,-.25,-.09,-.04,.01,.03,.20,.10,.01,-.17
1943,.07,-.04,-.08,-.10,-.10,-.04,.19,-.08,-.03,.00,.03,.08,-.01,-.02,-.01,-.09,.02,.00
1944,.08,.05,.21,.21,.14,.17,.23,.22,.21,.09,.03,.09,.14,.14,.07,.19,.21,.11
1945,.10,.08,.03,.10,.04,-.05,.02,.24,.21,.13,.07,.08,.09,.09,.09,.06,.07,.14
1946,-.03,-.03,-.09,-.20,-.17,-.37,-.21,-.31,-.12,-.17,-.18,-.15,-.17,-.15,.01,-.15,-.30,-.16
1947,-.08,-.12,-.16,-.11,-.10,-.03,-.05,-.10,-.23,-.26,-.15,-.22,-.13,-.13,-.12,-.12,-.06,-.22
1948,-.18,-.14,-.21,-.21,-.18,-.15,-.23,-.26,-.27,-.18,-.28,-.08,-.20,-.21,-.18,-.20,-.21,-.24
1949,-.10,-.19,-.08,-.19,-.20,-.34,-.15,-.21,-.19,-.20,-.25,-.22,-.19,-.18,-.12,-.16,-.23,-.21
1950,-.24,-.27,-.22,-.20,-.19,-.05,.00,-.12,-.15,-.35,-.35,-.32,-.20,-.20,-.24,-.20,-.06,-.28
1951,-.33,-.32,-.22,-.35,-.18,-.11,-.09,-.10,-.21,-.11,-.08,-.06,-.18,-.20,-.32,-.25,-.10,-.14
1952,.07,.06,.07,-.10,-.19,-.22,-.05,.02,.00,.01,-.05,-.03,-.03,-.04,.02,-.08,-.08,-.01
1953,-.08,-.07,-.02,-.01,-.01,-.01,-.18,-.07,-.08,-.10,-.12,-.11,-.07,-.07,-.06,-.01,-.09,-.10
1954,-.23,-.19,-.13,-.27,-.33,-.34,-.28,-.34,-.28,-.18,-.20,-.26,-.25,-.24,-.18,-.24,-.32,-.22
1955,-.17,-.19,-.21,-.22,-.28,-.18,-.19,-.05,-.22,-.24,-.19,-.29,-.20,-.20,-.21,-.24,-.14,-.21
1956,-.22,-.17,-.19,-.29,-.29,-.12,.00,-.24,-.08,-.19,-.05,-.03,-.16,-.18,-.23,-.26,-.12,-.11
1957,-.04,-.01,.01,.10,.24,.18,-.06,.14,.05,-.04,.04,.06,.06,.05,-.03,.11,.09,.02
1958,.10,.17,.02,.01,.00,-.21,.05,-.21,-.12,.01,.03,-.15,-.02,-.01,.11,.01,-.12,-.03
1959,-.08,-.02,.03,.09,.04,-.07,.01,-.11,-.25,-.10,-.18,-.10,-.06,-.07,-.08,.05,-.06,-.17
1960,-.15,-.15,-.29,-.17,-.19,-.26,-.16,-.07,.02,.06,-.14,-.02,-.13,-.13,-.14,-.21,-.16,-.02
1961,-.03,.08,-.04,.12,.17,.05,-.04,-.04,.19,.03,-.01,-.16,.03,.04,.01,.09,-.01,.07
1962,-.17,-.08,-.10,-.13,-.15,.19,-.06,-.05,.03,-.10,.00,-.15,-.06,-.06,-.14,-.13,.03,-.02
1963,-.14,-.14,-.16,-.18,-.07,.14,.02,.30,.22,-.12,-.12,-.08,-.03,-.03,-.14,-.14,.15,-.01
1964,-.13,-.17,-.10,-.33,-.40,.01,.04,-.21,-.31,-.31,-.21,-.33,-.20,-.18,-.13,-.28,-.05,-.28
1965,-.15,.02,-.16,-.12,-.10,.04,-.08,.12,-.09,-.08,-.15,-.06,-.07,-.09,-.15,-.13,.03,-.11
1966,-.12,-.12,.07,-.04,-.19,-.04,.05,-.30,-.12,-.23,-.03,-.02,-.09,-.09,-.10,-.05,-.10,-.13
1967,.03,-.04,-.14,-.14,.04,-.10,-.01,-.05,-.10,-.12,-.14,-.12,-.08,-.07,-.01,-.08,-.05,-.12
1968,-.24,-.13,-.05,-.11,-.22,-.14,-.17,-.09,-.32,.18,.12,.05,-.09,-.11,-.16,-.13,-.13,-.01
1969,.22,.12,.22,.31,.26,.10,-.13,.03,.13,.16,.10,.18,.14,.13,.13,.26,.00,.13
1970,.20,.17,.19,.13,-.06,-.06,.07,-.15,.28,.25,.02,.06,.09,.10,.18,.09,-.05,.18
1971,.09,-.11,-.08,.06,.01,-.19,-.02,.14,.03,.06,-.13,-.04,-.02,-.01,.01,.00,-.03,-.02
1972,.09,.17,.04,.12,.09,.18,.09,.40,.31,.21,.25,.41,.20,.16,.07,.08,.23,.25
1973,.43,.21,.26,.36,.36,.21,.21,.08,.26,.27,.18,-.10,.23,.27,.35,.33,.17,.23
1974,.05,-.19,-.14,-.14,.11,.08,.06,.30,.00,.10,.05,.09,.03,.02,-.08,-.06,.15,.05
1975,.03,.06,.14,.02,.32,.05,.04,-.20,.02,-.06,-.05,-.13,.02,.04,.06,.16,-.03,-.03
1976,-.12,-.01,-.12,-.17,-.15,-.05,.07,-.03,-.01,.04,.21,.47,.01,-.04,-.09,-.15,.00,.08
1977,.53,.34,.22,.27,.42,.31,.32,.33,-.08,.09,.06,.05,.24,.27,.45,.31,.32,.02
1978,-.03,.16,.17,.26,.24,.11,.15,-.12,.12,.06,.11,.14,.11,.11,.06,.22,.05,.10
1979,.22,.16,.20,.47,.06,.21,.03,.30,.31,.29,.32,.41,.25,.23,.17,.25,.18,.31
1980,.38,.38,.52,.45,.44,.22,.30,.27,.31,.15,.38,.34,.34,.35,.39,.47,.26,.28
1981,.25,.21,.28,.25,.30,.30,.54,.52,.15,.02,.11,.28,.27,.27,.27,.28,.45,.09
1982,.24,.14,.01,.13,.27,.11,.24,.14,.22,.26,.46,.47,.22,.21,.22,.13,.16,.31
1983,.51,.51,.41,.49,.63,.36,.18,.46,.49,.22,.12,.22,.38,.40,.50,.51,.33,.27
1984,.28,.26,.34,.19,.42,-.03,.30,.33,.46,.19,.23,.33,.27,.27,.25,.32,.20,.29
1985,.36,.22,.35,.27,.20,.29,.15,.34,.23,.21,.08,.12,.24,.25,.30,.27,.26,.17
1986,.15,.42,.34,.29,.23,.10,.25,.27,.09,.22,.17,.21,.23,.22,.23,.29,.21,.16
1987,.39,.36,.37,.42,.29,.53,.55,.24,.32,.45,.49,.43,.40,.38,.32,.36,.44,.42
1988,.54,.43,.56,.41,.45,.40,.24,.52,.47,.52,.19,.15,.41,.43,.47,.47,.39,.39
1989,.16,.19,.25,.26,.13,.06,.37,.40,.45,.33,.28,.40,.27,.25,.17,.21,.28,.35
1990,.35,.33,.42,.41,.41,.27,.58,.28,.04,.41,.47,.43,.37,.36,.36,.41,.38,.31
1991,.26,.42,.25,.46,.36,.58,.52,.43,.52,.29,.27,.43,.40,.40,.37,.36,.51,.36
1992,.34,.30,.42,.39,.44,.47,.27,.23,.17,.29,.14,.22,.31,.32,.36,.42,.32,.20
1993,.30,.21,.33,.32,.26,.24,.38,.20,.29,.34,.29,.15,.28,.28,.24,.30,.27,.31
1994,.19,.09,.09,.34,.17,.45,.27,.11,.29,.31,.39,.42,.26,.24,.14,.20,.28,.33
1995,.29,.38,.34,.22,.13,.36,.54,.37,.24,.35,.31,.26,.31,.33,.36,.23,.42,.30
1996,.21,.37,.33,.49,.20,.26,.44,.77,.46,.42,.41,.39,.40,.39,.28,.34,.49,.43
1997,.30,.21,.29,.18,.27,.60,.28,.35,.54,.60,.71,.68,.42,.39,.30,.24,.41,.61
1998,.54,.72,.54,.40,.70,.82,.58,.59,.24,.30,.37,.35,.51,.54,.65,.55,.66,.30
1999,.37,.27,.35,.10,.16,.37,.41,.32,.36,.28,.20,.15,.28,.30,.33,.20,.37,.28
2000,.11,.21,.25,.24,.17,.35,.36,.38,.41,.25,.40,.29,.29,.27,.16,.22,.36,.35
2001,.34,.41,.34,.41,.46,.53,.55,.31,.47,.41,.46,.46,.43,.41,.35,.41,.46,.45
2002,.52,.42,.64,.65,.77,.38,.57,.52,.64,.55,.40,.47,.54,.54,.46,.69,.49,.53
2003,.56,.60,.53,.50,.49,.42,.48,.44,.47,.48,.41,.52,.49,.49,.54,.51,.45,.45
2004,.50,.53,.39,.52,.22,.41,.04,.36,.40,.52,.48,.57,.41,.41,.51,.38,.27,.47
2005,.54,.48,.54,.41,.49,.51,.48,.51,.53,.56,.41,.52,.50,.50,.53,.48,.50,.50
2006,.47,.51,.47,.34,.20,.51,.40,.72,.50,.45,.53,.43,.46,.47,.50,.34,.54,.49
2007,.57,.50,.49,.45,.66,.57,.54,.48,.52,.34,.35,.21,.47,.49,.50,.53,.53,.40
2008,.26,.17,.35,.42,.39,.37,.60,.35,.64,.50,.41,.43,.41,.39,.21,.39,.44,.52
2009,.47,.35,.48,.52,.65,.62,.79,.66,.59,.53,.75,.68,.59,.57,.41,.55,.69,.62
2010,.70,.73,.74,.56,.58,.53,.38,.49,.57,.53,.42,.39,.55,.58,.70,.63,.46,.51
2011,.42,.40,.41,.45,.41,.48,.68,.78,.39,.41,.51,.32,.47,.48,.40,.43,.65,.44
2012,.29,.39,.44,.40,.60,.35,.33,.56,.59,.69,.60,.61,.49,.46,.33,.48,.41,.63
2013,.57,.45,.53,.39,.44,.61,.51,.67,.82,.56,.54,.55,.55,.56,.54,.45,.60,.64
2014,.54,.38,.35,.51,.83,.55,.41,.75,.91,.68,.53,.47,.58,.58,.49,.57,.57,.71
2015,.53,.61,.59,.49,.55,.58,.56,.59,.53,.89,.76,.81,.62,.60,.54,.54,.57,.72
2016,.80,.79,.81,.72,.80,.50,.65,.92,.59,.73,.72,.69,.73,.74,.80,.78,.69,.68
2017,.66,.75,.81,.69,.90,.50,.66,.73,.51,.74,.54,.49,.66,.68,.70,.80,.63,.60
2018,.50,.46,.58,.79,.62,.67,.74,.67,.63,.80,.70,.76,.66,.64,.48,.66,.69,.71
2019,.66,.78,.78,.77,.71,.62,.84,.79,.64,.70,.81,.83,.74,.74,.73,.75,.75,.72
2020,.76,.78,.68,.84,.73,.69,.68,.61,.74,.54,.62,.40,.67,.71,.79,.75,.66,.63
2021,.36,.33,.57,.38,.54,.48,.76,.60,.79,.68,.57,.58,.55,.54,.36,.49,.62,.68
2022,.57,.61,.67,.58,.65,.71,.81,.72,.62,.61,.38,.53,.62,.63,.59,.63,.74,.54
2023,.46,.65,.82,.96,.76,.98,.95,.83,1.29,.82,.87,.87,.85,.83,.54,.84,.92,1.00
2024,.82,.94,1.01,.84,.88,.95,.99,1.17,.96,***,***,***,***,***,.88,.91,1.04,***
